Image1,X1,Y1,W1,H1,Image2,X2,Y2,W2,H2,Similarity,TotalProcessingTime
image_customer/1/1.jpg,87,84,132,159,image_customer/1/1_2.jpg,178,114,267,312,0.8084082007408142,10.61351752281189
image_customer/1/1.jpg,87,84,132,159,image_customer/1/1_3.jpg,249,118,187,234,0.7332466840744019,0.4638853073120117
image_customer/1/1.jpg,87,84,132,159,image_customer/1/1_4.jpg,359,276,273,349,0.8072017431259155,0.455496072769165
image_customer/1/1_2.jpg,178,114,267,312,image_customer/1/1_3.jpg,249,118,187,234,0.7317325472831726,0.4293663501739502
image_customer/1/1_2.jpg,178,114,267,312,image_customer/1/1_4.jpg,359,276,273,349,0.7712676525115967,0.4657506942749023
image_customer/1/1_3.jpg,249,118,187,234,image_customer/1/1_4.jpg,359,276,273,349,0.7687470316886902,0.4711365699768066
image_customer/10/10.jpg,214,164,322,417,image_customer/10/10_2.jpg,181,96,211,263,0.7592087388038635,0.5178062915802002
image_customer/10/10.jpg,214,164,322,417,image_customer/10/10_3.jpg,234,103,125,166,0.714539647102356,0.4140036106109619
image_customer/10/10.jpg,214,164,322,417,image_customer/10/10_4.jpg,79,80,142,189,0.7826769948005676,0.6488652229309082
image_customer/10/10_2.jpg,181,96,211,263,image_customer/10/10_3.jpg,234,103,125,166,0.8193222284317017,0.4353120326995849
image_customer/10/10_2.jpg,181,96,211,263,image_customer/10/10_4.jpg,79,80,142,189,0.8327420949935913,0.4437234401702881
image_customer/10/10_3.jpg,234,103,125,166,image_customer/10/10_4.jpg,79,80,142,189,0.8426453471183777,0.4035701751708984
image_customer/11/11.jpg,98,14,86,117,image_customer/11/11_2.jpg,243,39,141,199,0.8201256990432739,0.4568872451782226
image_customer/11/11.jpg,98,14,86,117,image_customer/11/11_3.jpg,285,77,232,293,0.7599858045578003,0.4454312324523926
image_customer/11/11.jpg,98,14,86,117,image_customer/11/11_4.jpg,575,80,284,352,0.7860860824584961,0.4855291843414306
image_customer/11/11_2.jpg,243,39,141,199,image_customer/11/11_3.jpg,285,77,232,293,0.7680522203445435,0.3882856369018554
image_customer/11/11_2.jpg,243,39,141,199,image_customer/11/11_4.jpg,575,80,284,352,0.7570467591285706,0.4466557502746582
image_customer/11/11_3.jpg,285,77,232,293,image_customer/11/11_4.jpg,575,80,284,352,0.7092724442481995,0.4658360481262207
image_customer/12/12.jpg,109,61,128,159,image_customer/12/12_2.jpg,73,73,118,153,0.6713329553604126,0.63747239112854
